personperRTT,tm,tp,tpwm,tpmie,ppl/move,move per 1p,tpm/move,ATT/tt,ATT+AWT/tt
0.2,1723.0,45.0,1732.0,887.0,0.0261172373766686,38.28888888888889,0.5147997678467788,0.5121247113163973,38.48888888888889
0.4,3704.0,95.0,3792.0,1963.0,0.02564794816414687,38.98947368421052,0.5299676025917927,0.517668776371308,39.915789473684214
0.6,6273.0,168.0,6351.0,3226.0,0.026781444285031087,37.339285714285715,0.5142674956161326,0.5079515037002047,37.80357142857143
0.8,7994.0,220.0,8120.0,4145.0,0.02752064048036027,36.336363636363636,0.5185138854140605,0.5104679802955665,36.90909090909091
1.0,11630.0,310.0,12044.0,6147.0,0.026655202063628546,37.516129032258064,0.5285468615649184,0.5103786117568914,38.851612903225806
1.2,12665.0,370.0,13409.0,6926.0,0.029214370311883144,34.229729729729726,0.5468614291354126,0.5165187560593631,36.24054054054054
1.4,14578.0,424.0,15284.0,7880.0,0.029084922485937713,34.382075471698116,0.5405405405405406,0.5155718398325045,36.04716981132076
1.6,17607.0,522.0,18741.0,9755.0,0.029647299369568923,33.729885057471265,0.554041006417902,0.5205165145936717,35.90229885057471
1.8,18884.0,581.0,20178.0,10474.0,0.03076678669773353,32.5025817555938,0.5546494386782461,0.5190801863415602,34.729776247848534
2.0,22002.0,659.0,23753.0,12366.0,0.02995182256158531,33.386949924127464,0.5620398145623126,0.5206079232096998,36.044006069802734
2.2,26132.0,798.0,28556.0,15091.0,0.030537272309811726,32.7468671679198,0.5774911985305373,0.5284703740019611,35.78446115288221
2.4,30625.0,925.0,34550.0,18290.0,0.030204081632653063,33.108108108108105,0.5972244897959184,0.5293777134587554,37.351351351351354
2.6,36507.0,1115.0,40682.0,21310.0,0.03054208781877448,32.74170403587444,0.5837236694332594,0.5238188879602773,36.48609865470852
2.8,34460.0,1118.0,38942.0,20793.0,0.03244341265235055,30.822898032200357,0.6033952408589669,0.5339479225514868,34.83184257602862
3.0,39846.0,1277.0,46126.0,24406.0,0.03204838628720574,31.202819107282693,0.6125081564021483,0.5291158999262888,36.12059514487079
3.2,38904.0,1300.0,45871.0,24152.0,0.033415587086160804,29.926153846153845,0.6208101994653507,0.5265200235442873,35.285384615384615
3.4,45880.0,1547.0,55325.0,28589.0,0.033718395815170006,29.657401422107306,0.6231255448997385,0.5167464979665612,35.762766645119584
3.6,53065.0,1739.0,63444.0,33225.0,0.032771129746537266,30.51466359976998,0.6261189107698106,0.523690183468886,36.48303622771708
3.8,56444.0,1953.0,69964.0,37167.0,0.034600666146977536,28.901177675371223,0.6584756572886401,0.5312303470356183,35.82386072708653
4.0,55438.0,1913.0,68760.0,36411.0,0.034507016847649626,28.97961317302666,0.6567877629063098,0.5295375218150087,35.94354417145844
4.2,62251.0,2169.0,77991.0,41319.0,0.03484281377005992,28.700322729368374,0.6637483735201041,0.5297918990652768,35.95712309820193
4.4,57830.0,2126.0,74236.0,39550.0,0.03676292581704997,27.20131702728128,0.6839010893999654,0.5327603857966485,34.91815616180621
4.6,70676.0,2611.0,92432.0,49463.0,0.03694323391250212,27.068556108770586,0.6998556794385647,0.535128526917085,35.40099578705477
4.8,74063.0,2705.0,98250.0,51724.0,0.03652296018254729,27.38003696857671,0.698378407571932,0.5264529262086514,36.32162661737523
5.0,70904.0,2719.0,95951.0,50665.0,0.03834762495768927,26.077234277307834,0.7145577118357216,0.5280299319444299,35.28907686649504
5.2,80929.0,3011.0,109448.0,58241.0,0.03720545169222405,26.877781467950847,0.7196555005004387,0.5321339814341057,36.34938558618399
5.4,86068.0,3326.0,119779.0,63261.0,0.038643862992052795,25.877330126277812,0.7350118510944834,0.528147671962531,36.01292844257366
5.6,87710.0,3489.0,124375.0,65396.0,0.039778816554554786,25.139008311837202,0.7455934329038878,0.5257969849246231,35.64775007165377
5.8,91646.0,3721.0,134690.0,70485.0,0.04060188115138686,24.629400698736898,0.7691006699692294,0.5233127923379612,36.197258801397474
6.0,95558.0,3858.0,138936.0,73827.0,0.04037338579710752,24.76879212026957,0.7725883756462044,0.5313741578856452,36.01244167962675
6.2,103219.0,4222.0,152875.0,81039.0,0.040903322062798515,24.44789199431549,0.7851170811575389,0.5300997547015536,36.20914258645192
6.4,105086.0,4393.0,157760.0,83665.0,0.04180385588946196,23.921238333712726,0.7961574329596711,0.5303308823529411,35.91167766901889
6.6,111236.0,4784.0,174570.0,91311.0,0.043007659390844694,23.251672240802677,0.8208763349994606,0.5230623818525519,36.49038461538461
6.8,114406.0,4869.0,177742.0,92821.0,0.04255895669807527,23.496816594783322,0.8113298253588098,0.5222232224235127,36.50482645307044
7.0,116764.0,5084.0,183128.0,96957.0,0.04354081737521839,22.966955153422504,0.8303672364769963,0.5294493469048971,36.0204563335956
7.2,127452.0,5617.0,207994.0,107639.0,0.0440714935818975,22.690404130318676,0.844545397482974,0.5175101204842447,37.02937511126936
7.4,121571.0,5518.0,198856.0,102900.0,0.045389114180191,22.031714389271475,0.8464189650492305,0.5174598704590256,36.03769481696267
7.6,121490.0,5561.0,201187.0,105661.0,0.04577331467610503,21.846790145657256,0.8697094411062639,0.5251880091656022,36.17820535874843
7.8,131339.0,6035.0,220983.0,114368.0,0.0459497940444194,21.76288318144159,0.8707847630939782,0.5175420733721598,36.6169014084507
8.0,132703.0,6274.0,232283.0,120755.0,0.04727850915201615,21.15125916480714,0.9099643564953317,0.5198615481976727,37.02311125278929
8.2,135598.0,6577.0,240459.0,124077.0,0.04850366524580008,20.616998631594953,0.9150356199943952,0.5160006487592479,36.560589934620644
8.4,140102.0,6847.0,249812.0,129770.0,0.04887153645201353,20.461808091134802,0.9262537294257042,0.5194706419227259,36.48488389075508
8.6,142666.0,7040.0,259089.0,134905.0,0.049346024981425145,20.26505681818182,0.9456002130851079,0.5206898015739765,36.802414772727275
8.8,145883.0,7295.0,269389.0,137675.0,0.050005826587059495,19.99766963673749,0.9437357334302147,0.5110639261439777,36.92789581905415
9.0,145951.0,7482.0,276256.0,142630.0,0.05126378030983001,19.50695001336541,0.9772457879699351,0.5162964786285185,36.9227479283614
9.2,150294.0,7834.0,291287.0,148930.0,0.05212450264148935,19.184835333163136,0.9909244547353853,0.5112826868346338,37.18241000765892
9.4,151598.0,8013.0,296589.0,152163.0,0.052856897848256576,18.919006614251842,1.0037269620971252,0.5130433023476932,37.0134780980906
9.6,151470.0,8058.0,299358.0,154248.0,0.0531986531986532,18.79746835443038,1.018340265399089,0.5152626620968873,37.150409530900966
9.8,155098.0,8415.0,311084.0,158730.0,0.054256018775225984,18.431134878193703,1.0234174521915176,0.5102480359002713,36.96779560308972
10.0,158066.0,8833.0,328795.0,167698.0,0.05588172029405438,17.89493943167667,1.0609365707995395,0.5100381696801959,37.22348013132571
10.2,158920.0,8903.0,332326.0,168993.0,0.056021897810218976,17.850162866449512,1.0633840926252203,0.5085157345498095,37.327417724362576
10.4,161690.0,8964.0,334691.0,170935.0,0.055439421114478325,18.037706381079875,1.0571773146143855,0.5107248178170313,37.33723784024989
10.6,159070.0,9091.0,338563.0,173700.0,0.05715093983780725,17.497525024749752,1.0919720877601056,0.513050746832938,37.24155758442416
10.8,158400.0,9203.0,343265.0,174147.0,0.05809974747474748,17.21177876779311,1.0994128787878787,0.5073252443447482,37.29925024448549
11.0,158670.0,9351.0,346314.0,177270.0,0.05893363584798639,16.968238691049084,1.117224428058234,0.5118765051369566,37.03496952197626
11.2,162107.0,9813.0,367999.0,185929.0,0.060534091680186544,16.519616834810964,1.146952321614736,0.5052432207696217,37.50117191480689
11.4,159765.0,9982.0,372603.0,187984.0,0.06247926642255813,16.005309557202967,1.1766281726285481,0.5045155299340048,37.32748948106592
11.6,161982.0,10024.0,373753.0,191106.0,0.06188341914533713,16.159417398244212,1.1797977553061452,0.511316297126712,37.285814046288905
11.8,161898.0,10042.0,379641.0,188885.0,0.062026708174282574,16.1220872336188,1.1666913735808966,0.4975358299024605,37.80531766580363
12.0,163170.0,10125.0,380825.0,192778.0,0.06205184776613348,16.115555555555556,1.1814549243120671,0.5062115144751527,37.61234567901234
12.2,161629.0,10466.0,393793.0,198279.0,0.06475323116519932,15.443244792661954,1.2267538622400682,0.5035107277173541,37.62593158799923
12.4,158743.0,10485.0,401218.0,200993.0,0.06605015654233573,15.14000953743443,1.266153468184424,0.5009570856741223,38.265903671912255
12.6,160309.0,10668.0,403205.0,202448.0,0.06654648210643195,15.027090363704536,1.2628610995015876,0.5020969482025273,37.79574428196475
12.8,159292.0,10731.0,403100.0,203020.0,0.06736684830374406,14.84409654272668,1.2745147276699396,0.503646737782188,37.56406672257944
13.0,162052.0,10920.0,410976.0,205340.0,0.06738577740478364,14.83992673992674,1.2671241329943475,0.4996398816475901,37.63516483516484
13.2,159380.0,11044.0,415840.0,208996.0,0.06929351236039653,14.431365447301703,1.3113063119588404,0.5025875336667949,37.653024266570085
13.4,159309.0,10994.0,416126.0,207435.0,0.069010539266457,14.490540294706204,1.302092160518238,0.49849084171621094,37.85028197198472
13.6,160034.0,11158.0,425037.0,212793.0,0.06972268392966495,14.342534504391468,1.3296736943399527,0.5006458261280783,38.09257931528948
13.8,157838.0,11326.0,432159.0,216024.0,0.07175711805775542,13.935899699805757,1.3686437993385623,0.49987157504529584,38.15636588380717
14.0,153884.0,11181.0,425198.0,212463.0,0.07265862597800941,13.762990787943833,1.380669855215617,0.49968014901293045,38.02861998032376
14.2,157466.0,11468.0,437341.0,217175.0,0.0728284201033874,13.73090338332752,1.379186618063582,0.496580471531368,38.13576909661667
14.4,154764.0,11455.0,437963.0,218798.0,0.07401592101522318,13.510606721955478,1.4137525522731385,0.4995810148345865,38.233347883020514
14.6,152608.0,11504.0,434725.0,218837.0,0.07538267980708745,13.265646731571627,1.4339811805409939,0.5033917994134223,37.78902990264256
14.8,152266.0,11414.0,436961.0,217453.0,0.07496092364677603,13.340283861923954,1.4281126449765542,0.49764853156231337,38.282898195198875
15.0,156200.0,11770.0,450775.0,224355.0,0.07535211267605633,13.271028037383177,1.4363316261203585,0.49770950030503025,38.29864061172472
15.2,152848.0,11778.0,451487.0,224455.0,0.07705694546215848,12.977415520461879,1.4684850308803516,0.49714609722982056,38.333078621158094
15.4,149248.0,11815.0,456760.0,223681.0,0.07916353987993138,12.63207786711807,1.498720250857633,0.4897123215693143,38.65933135844266
15.6,148803.0,11786.0,452849.0,223721.0,0.07920539236440126,12.625403020532836,1.5034710321700504,0.4940300188363008,38.42262005769557
15.8,147224.0,11835.0,456119.0,226321.0,0.08038770852578384,12.4397127165188,1.537256153887953,0.4961884946691543,38.539839459231096
16.0,147702.0,11849.0,459137.0,226558.0,0.08022233957563202,12.465355726221622,1.5338857970779,0.4934431335309505,38.74900835513545
16.2,145272.0,11941.0,461460.0,226222.0,0.08219753290379427,12.165815258353572,1.5572305743708355,0.49023100593767605,38.6450046059794
16.4,143237.0,11998.0,465685.0,228697.0,0.08376327345588082,11.938406401066844,1.5966335513868624,0.4910980598473217,38.813552258709784
16.6,142906.0,12010.0,469902.0,228696.0,0.08404125788980168,11.898917568692756,1.600324688956377,0.4866887138169235,39.125895087427146
16.8,142526.0,11995.0,463270.0,229998.0,0.0841600830725622,11.88211754897874,1.6137266183012222,0.49646642346795605,38.62192580241767
17.0,140295.0,12101.0,468412.0,229590.0,0.0862539648597598,11.593669944632675,1.6364802737089703,0.4901454275296107,38.70853648458805
17.2,136990.0,12072.0,462272.0,229146.0,0.08812322067304183,11.347746852220013,1.6727206365428133,0.49569517513498546,38.292909211398275
17.4,138474.0,12085.0,462255.0,229903.0,0.08727270101246444,11.458336781133637,1.6602611320536707,0.4973510291938432,38.25031030202731
17.6,137947.0,12146.0,466034.0,229448.0,0.08804830840830175,11.357401613699983,1.6633054723915708,0.4923417604724119,38.36933970031286
17.8,134693.0,12161.0,469645.0,231485.0,0.09028680035339624,11.07581613354165,1.7186119545930374,0.4928935685464553,38.61894581037743
18.0,135117.0,12173.0,468836.0,230898.0,0.09009229038536971,11.099728908239546,1.7088745309620552,0.4924920441263043,38.514417152715026
18.2,131703.0,12161.0,475429.0,231311.0,0.09233654510527475,10.829948195049749,1.756307753050424,0.486531111901041,39.094564591727654
18.4,130034.0,12270.0,476557.0,232604.0,0.0943599366319578,10.597718011409944,1.7887937001092022,0.48809271503723584,38.83920130399348
18.6,131798.0,12243.0,473276.0,230538.0,0.09289215314344679,10.765171934983256,1.7491767705124508,0.48711111486743464,38.65686514743118
18.8,128710.0,12260.0,476681.0,233991.0,0.0952528941030223,10.49836867862969,1.8179706316525523,0.4908754491997793,38.88099510603589
19.0,129651.0,12281.0,476147.0,232432.0,0.09472352700711911,10.557039329044866,1.7927513092841552,0.4881517682564418,38.77102841788128
19.2,128804.0,12290.0,474242.0,233742.0,0.09541629141952113,10.480390561432058,1.8147107232694637,0.4928749457028268,38.587632221318145
19.4,125460.0,12281.0,483997.0,235588.0,0.09788777299537701,10.215780473902777,1.8777937191136618,0.4867550831926644,39.410227180197055
19.6,126565.0,12349.0,479099.0,234253.0,0.09757041836210643,10.249008016843469,1.850851341208075,0.48894487360649885,38.79658271924852
19.8,124702.0,12363.0,481417.0,234739.0,0.09914035059582044,10.086710345385423,1.8823996407435326,0.48760014706584937,38.940143977998865
20.0,120495.0,12373.0,475254.0,231582.0,0.10268475870368066,9.738543603006546,1.9219220714552472,0.4872804858033809,38.41057140547967
20.2,120160.0,12348.0,483600.0,234328.0,0.102762982689747,9.731130547457077,1.950133155792277,0.4845492142266336,39.1642371234208
20.4,119695.0,12402.0,481800.0,237467.0,0.10361335059944024,9.651265924850831,1.9839341660052634,0.4928746367787464,38.84857281083696
20.6,118880.0,12375.0,484111.0,236541.0,0.10409656796769852,9.606464646464646,1.9897459623149394,0.4886090173534582,39.12008080808081
20.8,116198.0,12365.0,480192.0,236237.0,0.1064131912769583,9.397331176708452,2.033055646396668,0.491963631214181,38.83477557622321
21.0,117828.0,12414.0,482042.0,234911.0,0.10535696099399124,9.491541807636539,1.9936772244288286,0.4873247559341302,38.83051393587885
21.2,115138.0,12380.0,484443.0,234477.0,0.10752314613767826,9.30032310177706,2.036486650801647,0.48401359912311664,39.131098546042004
21.4,114672.0,12360.0,481772.0,233792.0,0.1077856843867727,9.27766990291262,2.0387888935398353,0.48527519241466915,38.97831715210356
21.6,113496.0,12385.0,484210.0,236898.0,0.10912278846831606,9.16398869600323,2.087280609008247,0.4892464013547841,39.0964876867178
21.8,114808.0,12448.0,493171.0,237376.0,0.10842450003484078,9.223007712082262,2.0675911086335446,0.4813259498226781,39.61849293059126
22.0,112068.0,12439.0,484280.0,237617.0,0.11099511011171788,9.009405900795883,2.120293036370775,0.4906603617741802,38.93239006350993
22.2,112880.0,12418.0,490821.0,235810.0,0.11001063075832743,9.09003060074086,2.089032600992204,0.48043991597751523,39.524963762280564
22.4,109643.0,12398.0,482942.0,236208.0,0.11307607416798154,8.843603807065655,2.1543372581924976,0.48910221103155244,38.95321826100984
22.6,110979.0,12434.0,484236.0,233946.0,0.11203921462619054,8.925446356763713,2.108020436298759,0.4831239313062226,38.944506996943865
22.8,108143.0,12438.0,483995.0,236662.0,0.11501437910914253,8.694565042611352,2.1884171883524592,0.4889761257864234,38.91260652838077
23.0,107152.0,12415.0,483897.0,235666.0,0.11586344631924743,8.630849778493758,2.1993616544721517,0.4870168651593211,38.97680225533629
23.2,107764.0,12429.0,484466.0,236205.0,0.11533536245870606,8.670367688470513,2.1918729817007536,0.48755743437103943,38.97867889613002
23.4,107324.0,12441.0,489972.0,235570.0,0.1159200178897544,8.626637730086006,2.1949424173530616,0.48078257533083524,39.383650831926694
23.6,106508.0,12468.0,482672.0,236687.0,0.11706162917339542,8.54250882258582,2.222246216246667,0.49036820035137735,38.71286493423163
23.8,105304.0,12449.0,494116.0,237707.0,0.11821963078325609,8.458832034701583,2.257340651827091,0.48107529406050403,39.691220178327576
24.0,103852.0,12464.0,487807.0,236626.0,0.12001694719408389,8.332156611039794,2.278492470053538,0.48508118989682397,39.13727535301669
24.2,102285.0,12464.0,484003.0,236500.0,0.1218555995502762,8.206434531450578,2.3121669844063155,0.48863333491734556,38.832076379974325
24.4,101444.0,12453.0,480323.0,234428.0,0.12275738338393596,8.146149522203485,2.310910453057845,0.4880632407775601,38.570866457881635
24.6,101216.0,12457.0,486277.0,234885.0,0.12307342712614606,8.125230793931124,2.320631125513753,0.48302716353025127,39.03644537207995
24.8,101708.0,12469.0,483307.0,237656.0,0.12259605930703583,8.156869035207315,2.336650017697723,0.4917288597102877,38.76068650252626
25.0,100922.0,12470.0,487302.0,237560.0,0.12356076970333525,8.09318364073777,2.3538970690236023,0.48750056433176964,39.07794707297514
25.2,98872.0,12463.0,491262.0,239398.0,0.12605186503762442,7.93324239749659,2.4212921757423738,0.4873122692168334,39.41763620316136
25.4,99560.0,12469.0,488178.0,237777.0,0.12524106066693452,7.984601812494987,2.3882784250703093,0.48707028993522855,39.1513353115727
25.6,96791.0,12481.0,488062.0,238746.0,0.12894793937452861,7.755067702908421,2.4666136314326743,0.48917145772463333,39.104398686002725
25.8,97394.0,12485.0,482311.0,236282.0,0.12819064829455612,7.800881057268723,2.426042672033185,0.48989552384249996,38.63123748498198
26.0,95592.0,12484.0,490585.0,236858.0,0.13059670265294168,7.6571611662928545,2.477801489664407,0.48280726071934527,39.297100288369116
26.2,95009.0,12473.0,484500.0,234813.0,0.13128229957161952,7.617173093882787,2.4714816491069267,0.4846501547987616,38.843902830113045
26.4,94487.0,12488.0,486017.0,237020.0,0.13216632975964948,7.566223574631646,2.508493231873168,0.48767841454105515,38.91872197309417
26.6,93742.0,12484.0,482132.0,237634.0,0.1331740308506326,7.508971483498879,2.534978984873376,0.4928816174823492,38.6199935917975
26.8,93012.0,12478.0,493644.0,237187.0,0.13415473272265943,7.4540791793556656,2.5500688083258076,0.48048188573141776,39.56114761981087
27.0,92882.0,12480.0,490866.0,238390.0,0.13436403178226136,7.442467948717948,2.566589866712603,0.48565188870282316,39.332211538461536
27.2,92301.0,12474.0,482227.0,236023.0,0.13514479799785484,7.3994708994708995,2.557101223172013,0.4894437681838636,38.65856982523649
27.4,90927.0,12478.0,486283.0,236191.0,0.13723096549979655,7.2869850937650265,2.597589274912842,0.4857068826177349,38.971229363680074
27.6,90262.0,12479.0,482343.0,235282.0,0.1382530854623208,7.2331116275342575,2.606656178679843,0.4877898093265581,38.652375991666
27.8,89544.0,12485.0,486917.0,236425.0,0.1394286607701242,7.172126551862235,2.6403220762976862,0.48555503299330277,39.00016019223067
28.0,88774.0,12480.0,489865.0,234504.0,0.14058170184964067,7.113301282051282,2.6415842476400746,0.47871148173476363,39.252003205128204
28.2,88550.0,12490.0,492629.0,238448.0,0.14105025409373234,7.089671737389912,2.692806324110672,0.48403159375513827,39.44187349879904
28.4,88778.0,12483.0,485739.0,236982.0,0.14060915992700895,7.111912200592807,2.6693775484917435,0.4878792932006695,38.91204037490988
28.6,86482.0,12491.0,483374.0,237248.0,0.14443468004902754,6.923544952365703,2.743322309844823,0.49081663473831855,38.6977824033304
28.8,86126.0,12492.0,484660.0,238799.0,0.14504330864082857,6.8944924751841175,2.77267027378492,0.49271448025419884,38.797630483509444
29.0,84472.0,12476.0,486959.0,238928.0,0.14769391040818258,6.770759858929144,2.828487546169145,0.4906532172113053,39.03166078871433
29.2,86032.0,12492.0,487341.0,238144.0,0.14520178538218337,6.886967659301953,2.7680862934721966,0.48865989112346386,39.012247838616716
29.4,85490.0,12496.0,486912.0,235764.0,0.1461691425897766,6.8413892445582585,2.7577962334776,0.48420248422712936,38.96542893725992
29.6,84323.0,12489.0,488151.0,237386.0,0.1481090568409568,6.751781567779646,2.8151987002359973,0.486296248496879,39.08647609896709
29.8,83724.0,12490.0,488738.0,237575.0,0.1491806411542688,6.703282626100881,2.837597343652955,0.48609889143058244,39.130344275420335
30.0,83079.0,12499.0,485229.0,239864.0,0.15044716474680725,6.646851748139851,2.887179672360043,0.4943315424263595,38.82142571405713
